d18O (permil),year (AD),d13C (permil),d18O (permil) [2-1],year (AD) [2-1],d13C (permil) [2-1]
NA,NA,NA,-5.5412,1815.58,-1.2721
NA,NA,NA,-5.5177,1815.5,-1.3894
NA,NA,NA,-5.5079,1815.42,-1.3563
NA,NA,NA,-5.4288,1815.33,-1.1905
NA,NA,NA,-5.2163,1815.25,-1.0655
NA,NA,NA,-5.117,1815.17,-1.1752
NA,NA,NA,-5.1843,1815.08,-1.4173
NA,NA,NA,-5.2694,1815,-1.2023
NA,NA,NA,-5.3645,1814.92,-0.97713
NA,NA,NA,-5.4612,1814.83,-1.1516
NA,NA,NA,-5.5391,1814.75,-1.5074
NA,NA,NA,-5.5676,1814.67,-1.4372
NA,NA,NA,-5.5184,1814.58,-1.1342
NA,NA,NA,-5.4208,1814.5,-0.9477
NA,NA,NA,-5.4473,1814.42,-0.82393
NA,NA,NA,-5.6015,1814.33,-0.74196
NA,NA,NA,-5.654,1814.25,-0.79976
NA,NA,NA,-5.362,1814.17,-1.1024
NA,NA,NA,-5.3802,1814.08,-1.1507
NA,NA,NA,-5.4102,1814,-1.5958
NA,NA,NA,-5.4556,1813.92,-1.5447
NA,NA,NA,-5.5596,1813.83,-1.2909
NA,NA,NA,-5.7228,1813.75,-1.2172
NA,NA,NA,-5.7108,1813.67,-1.0308
NA,NA,NA,-5.3371,1813.58,-1.1078
NA,NA,NA,-5.5565,1813.5,-1.3634
NA,NA,NA,-5.6231,1813.42,-1.3787
NA,NA,NA,-5.3934,1813.33,-1.2044
NA,NA,NA,-5.3546,1813.25,-1.1631
NA,NA,NA,-5.2883,1813.17,-1.5577
NA,NA,NA,-5.4039,1813.08,-1.7103
NA,NA,NA,-5.4556,1813,-1.7338
NA,NA,NA,-5.493,1812.92,-1.7489
NA,NA,NA,-5.5295,1812.83,-1.8101
NA,NA,NA,-5.5622,1812.75,-1.8674
NA,NA,NA,-5.5951,1812.67,-1.8102
NA,NA,NA,-5.5839,1812.58,-1.7037
NA,NA,NA,-5.5171,1812.5,-1.768
NA,NA,NA,-5.4585,1812.42,-1.7405
NA,NA,NA,-5.4356,1812.33,-1.59
NA,NA,NA,-5.3643,1812.25,-1.7221
NA,NA,NA,-5.0924,1812.17,-2.5664
NA,NA,NA,-5.0779,1812.08,-1.5505
NA,NA,NA,-5.2592,1812,-1.3388
NA,NA,NA,-5.3661,1811.92,-1.5544
NA,NA,NA,-5.3864,1811.83,-1.7789
NA,NA,NA,-5.4359,1811.75,-1.8014
NA,NA,NA,-5.4721,1811.67,-1.794
NA,NA,NA,-5.498,1811.58,-1.8049
NA,NA,NA,-5.3786,1811.5,-1.6837
NA,NA,NA,-5.3085,1811.42,-1.5325
NA,NA,NA,-5.304,1811.33,-1.4426
NA,NA,NA,-5.2911,1811.25,-1.4992
NA,NA,NA,-5.2014,1811.17,-1.6355
NA,NA,NA,-5.3741,1811.08,-2.0448
NA,NA,NA,-5.39,1811,-2.4952
NA,NA,NA,-5.345,1810.92,-2.3853
NA,NA,NA,-5.5719,1810.83,-2.3959
NA,NA,NA,-5.6686,1810.75,-2.4424
NA,NA,NA,-5.7005,1810.67,-2.2671
NA,NA,NA,-5.5967,1810.58,-1.9157
NA,NA,NA,-5.5424,1810.5,-1.9795
NA,NA,NA,-5.526,1810.42,-2.0747
NA,NA,NA,-5.4948,1810.33,-1.9198
NA,NA,NA,-5.3741,1810.25,-1.7638
NA,NA,NA,-5.3035,1810.17,-1.8268
NA,NA,NA,-5.488,1810.08,-2.304
NA,NA,NA,-5.5749,1810,-2.4386
NA,NA,NA,-5.5634,1809.92,-2.4991
NA,NA,NA,-5.4893,1809.83,-2.5788
NA,NA,NA,-5.4809,1809.75,-2.474
NA,NA,NA,-5.5383,1809.67,-2.3705
NA,NA,NA,-5.5535,1809.58,-2.5048
NA,NA,NA,-5.5388,1809.5,-2.1042
NA,NA,NA,-5.4129,1809.42,-2.1169
NA,NA,NA,-5.3945,1809.33,-2.1336
NA,NA,NA,-5.2932,1809.25,-2.1231
NA,NA,NA,-5.2208,1809.17,-1.9772
NA,NA,NA,-5.2843,1809.08,-2.0194
NA,NA,NA,-5.2354,1809,-1.7416
NA,NA,NA,-5.2127,1808.92,-2.1042
NA,NA,NA,-5.4899,1808.83,-2.0524
NA,NA,NA,-5.5586,1808.75,-1.8067
NA,NA,NA,-5.706,1808.67,-1.4629
NA,NA,NA,-5.5638,1808.58,-1.336
NA,NA,NA,-5.448,1808.5,-0.96988
NA,NA,NA,-5.5117,1808.42,-1.0114
NA,NA,NA,-5.408,1808.33,-1.2286
NA,NA,NA,-5.3887,1808.25,-1.1653
NA,NA,NA,-5.2206,1808.17,-1.162
NA,NA,NA,-5.3893,1808.08,-1.5326
NA,NA,NA,-5.5124,1808,-1.5692
NA,NA,NA,-5.6054,1807.92,-1.3127
NA,NA,NA,-5.7156,1807.83,-1.0661
NA,NA,NA,-5.7968,1807.75,-1.1934
NA,NA,NA,-5.7533,1807.67,-1.2795
NA,NA,NA,-5.6393,1807.58,-1.2595
NA,NA,NA,-5.5434,1807.5,-1.3239
NA,NA,NA,-5.4786,1807.42,-1.2358
NA,NA,NA,-5.4457,1807.33,-1.1645
NA,NA,NA,-5.392,1807.25,-1.3564
NA,NA,NA,-5.3516,1807.17,-1.5525
NA,NA,NA,-5.2529,1807.08,-1.4561
NA,NA,NA,-5.5213,1807,-1.2679
NA,NA,NA,-5.6626,1806.92,-1.3274
NA,NA,NA,-5.5872,1806.83,-1.5451
NA,NA,NA,-5.6704,1806.75,-1.3884
NA,NA,NA,-5.7203,1806.67,-1.1401
NA,NA,NA,-5.6894,1806.58,-1.1352
NA,NA,NA,-5.607,1806.5,-1.2834
NA,NA,NA,-5.3929,1806.42,-1.1509
NA,NA,NA,-5.2426,1806.33,-0.8773
NA,NA,NA,-5.2096,1806.25,-0.79732
NA,NA,NA,-5.2051,1806.17,-1.2732
NA,NA,NA,-5.2891,1806.08,-1.5505
NA,NA,NA,-5.3606,1806,-1.5607
NA,NA,NA,-5.4061,1805.92,-1.1803
NA,NA,NA,-5.382,1805.83,-1.012
NA,NA,NA,-5.378,1805.75,-0.94571
NA,NA,NA,-5.4575,1805.67,-1.1202
NA,NA,NA,-5.4989,1805.58,-1.1913
NA,NA,NA,-5.4776,1805.5,-1.1775
NA,NA,NA,-5.4712,1805.42,-1.2602
NA,NA,NA,-5.4554,1805.33,-0.96157
NA,NA,NA,-5.4695,1805.25,-1.2056
NA,NA,NA,-5.4662,1805.17,-1.2926
NA,NA,NA,-5.4965,1805.08,-1.3068
NA,NA,NA,-5.4674,1805,-1.4808
NA,NA,NA,-5.4688,1804.92,-1.2963
NA,NA,NA,-5.5258,1804.83,-1.1507
NA,NA,NA,-5.5786,1804.75,-1.3394
NA,NA,NA,-5.5436,1804.67,-1.3199
NA,NA,NA,-5.452,1804.58,-1.1071
NA,NA,NA,-5.5382,1804.5,-1.2516
NA,NA,NA,-5.6392,1804.42,-1.4539
NA,NA,NA,-5.6406,1804.33,-1.4519
NA,NA,NA,-5.5887,1804.25,-1.3427
NA,NA,NA,-5.4796,1804.17,-1.2
NA,NA,NA,-5.553,1804.08,-1.145
NA,NA,NA,-5.6828,1804,-1.5955
NA,NA,NA,-5.7087,1803.92,-1.4415
NA,NA,NA,-5.6338,1803.83,-1.3389
NA,NA,NA,-5.8151,1803.75,-1.2311
NA,NA,NA,-5.7487,1803.67,-1.019
NA,NA,NA,-5.5785,1803.58,-1.1986
NA,NA,NA,-5.7105,1803.5,-1.4133
NA,NA,NA,-5.6924,1803.42,-1.5225
NA,NA,NA,-5.5135,1803.33,-1.1064
NA,NA,NA,-5.3982,1803.25,-1.3046
NA,NA,NA,-5.3702,1803.17,-1.1083
NA,NA,NA,-5.6298,1803.08,-1.1847
NA,NA,NA,-5.6625,1803,-1.282
NA,NA,NA,-5.6517,1802.92,-1.1412
NA,NA,NA,-5.6954,1802.83,-1.1628
NA,NA,NA,-5.5488,1802.75,-1.1245
NA,NA,NA,-5.6866,1802.67,-1.2123
NA,NA,NA,-5.6853,1802.58,-1.2729
NA,NA,NA,-5.5138,1802.5,-1.3558
NA,NA,NA,-5.5576,1802.42,-1.2414
NA,NA,NA,-5.4955,1802.33,-1.2006
NA,NA,NA,-5.4333,1802.25,-1.4238
NA,NA,NA,-5.4135,1802.17,-1.5096
NA,NA,NA,-5.4644,1802.08,-1.5862
NA,NA,NA,-5.5145,1802,-1.6658
NA,NA,NA,-5.5763,1801.92,-1.5414
NA,NA,NA,-5.5068,1801.83,-1.1557
NA,NA,NA,-5.4565,1801.75,-1.1314
NA,NA,NA,-5.4245,1801.67,-1.38
NA,NA,NA,-5.5515,1801.58,-1.3319
NA,NA,NA,-5.741,1801.5,-1.2512
NA,NA,NA,-5.6823,1801.42,-1.3476
NA,NA,NA,-5.5738,1801.33,-1.2983
NA,NA,NA,-5.4329,1801.25,-1.4342
NA,NA,NA,-5.3804,1801.17,-1.5706
NA,NA,NA,-5.4348,1801.08,-1.3741
NA,NA,NA,-5.4579,1801,-1.5507
NA,NA,NA,-5.5562,1800.92,-1.3061
NA,NA,NA,-5.6294,1800.83,-1.3827
NA,NA,NA,-5.7104,1800.75,-1.3927
NA,NA,NA,-5.6656,1800.67,-1.293
NA,NA,NA,-5.5587,1800.58,-1.3843
NA,NA,NA,-5.5361,1800.5,-1.2895
NA,NA,NA,-5.4235,1800.42,-1.1747
NA,NA,NA,-5.431,1800.33,-1.3729
NA,NA,NA,-5.3427,1800.25,-1.5778
NA,NA,NA,-5.3553,1800.17,-1.64
NA,NA,NA,-5.4844,1800.08,-1.7952
NA,NA,NA,-5.5699,1800,-1.2886
NA,NA,NA,-5.5575,1799.92,-1.2612
NA,NA,NA,-5.3991,1799.83,-1.1347
NA,NA,NA,-5.4856,1799.75,-1.3166
NA,NA,NA,-5.464,1799.67,-1.3897
NA,NA,NA,-5.4025,1799.58,-1.1678
NA,NA,NA,-5.5363,1799.5,-1.1834
NA,NA,NA,-5.4922,1799.42,-1.2427
NA,NA,NA,-5.421,1799.33,-1.2834
NA,NA,NA,-5.4409,1799.25,-1.4226
NA,NA,NA,-5.3778,1799.17,-1.4995
NA,NA,NA,-5.4413,1799.08,-1.3946
NA,NA,NA,-5.7395,1799,-1.4701
NA,NA,NA,-5.6689,1798.92,-1.4708
NA,NA,NA,-5.7433,1798.83,-1.5949
NA,NA,NA,-5.6475,1798.75,-1.4639
NA,NA,NA,-5.6642,1798.67,-1.2518
NA,NA,NA,-5.6693,1798.58,-1.229
NA,NA,NA,-5.4985,1798.5,-1.2723
NA,NA,NA,-5.5666,1798.42,-1.2899
NA,NA,NA,-5.515,1798.33,-1.23
NA,NA,NA,-5.4174,1798.25,-1.3394
NA,NA,NA,-5.2903,1798.17,-1.595
NA,NA,NA,-5.2927,1798.08,-1.6545
NA,NA,NA,-5.4329,1798,-1.5618
NA,NA,NA,-5.5746,1797.92,-1.5096
NA,NA,NA,-5.536,1797.83,-1.2634
NA,NA,NA,-5.5305,1797.75,-1.2522
NA,NA,NA,-5.5877,1797.67,-1.293
NA,NA,NA,-5.6427,1797.58,-1.397
NA,NA,NA,-5.5987,1797.5,-1.427
NA,NA,NA,-5.5731,1797.42,-1.3177
NA,NA,NA,-5.3844,1797.33,-1.2024
NA,NA,NA,-5.2756,1797.25,-1.4742
NA,NA,NA,-5.2628,1797.17,-1.2406
NA,NA,NA,-5.4015,1797.08,-1.3575
NA,NA,NA,-5.3416,1797,-1.4779
NA,NA,NA,-5.2979,1796.92,-1.4957
NA,NA,NA,-5.3892,1796.83,-1.4166
NA,NA,NA,-5.5518,1796.75,-1.3092
NA,NA,NA,-5.6124,1796.67,-1.2389
NA,NA,NA,-5.6278,1796.58,-1.0937
NA,NA,NA,-5.6025,1796.5,-1.0538
NA,NA,NA,-5.4892,1796.42,-1.1869
NA,NA,NA,-5.4689,1796.33,-1.0513
NA,NA,NA,-5.4687,1796.25,-0.87445
NA,NA,NA,-5.3739,1796.17,-1.039
NA,NA,NA,-5.4475,1796.08,-1.3027
NA,NA,NA,-5.4689,1796,-1.8079
NA,NA,NA,-5.6096,1795.92,-1.8523
NA,NA,NA,-5.6568,1795.83,-1.4554
NA,NA,NA,-5.6997,1795.75,-1.5298
NA,NA,NA,-5.6675,1795.67,-1.151
NA,NA,NA,-5.6185,1795.58,-1.2279
NA,NA,NA,-5.5719,1795.5,-1.1005
NA,NA,NA,-5.3352,1795.42,-1.162
NA,NA,NA,-5.3577,1795.33,-1.3952
NA,NA,NA,-5.372,1795.25,-1.5126
NA,NA,NA,-5.3178,1795.17,-1.666
NA,NA,NA,-5.6276,1795.08,-1.6974
NA,NA,NA,-5.6599,1795,-1.6699
NA,NA,NA,-5.6498,1794.92,-1.4954
NA,NA,NA,-5.678,1794.83,-1.3544
NA,NA,NA,-5.7087,1794.75,-1.4129
NA,NA,NA,-5.6687,1794.67,-1.5471
NA,NA,NA,-5.6403,1794.58,-1.4735
NA,NA,NA,-5.6022,1794.5,-1.3097
NA,NA,NA,-5.5325,1794.42,-1.3938
NA,NA,NA,-5.527,1794.33,-1.5109
NA,NA,NA,-5.378,1794.25,-1.4137
NA,NA,NA,-5.2946,1794.17,-1.7283
NA,NA,NA,-5.4648,1794.08,-1.9246
NA,NA,NA,-5.5745,1794,-1.8459
NA,NA,NA,-5.6073,1793.92,-1.5404
NA,NA,NA,-5.5682,1793.83,-1.2087
NA,NA,NA,-5.5114,1793.75,-1.1696
NA,NA,NA,-5.5399,1793.67,-1.2879
NA,NA,NA,-5.5436,1793.58,-1.281
NA,NA,NA,-5.4877,1793.5,-1.1393
NA,NA,NA,-5.5611,1793.42,-1.2142
NA,NA,NA,-5.5169,1793.33,-1.4931
NA,NA,NA,-5.3432,1793.25,-1.7043
NA,NA,NA,-5.2603,1793.17,-1.4715
